ticket_id,customer_id,issue_type,priority,created_date,resolution_status,resolution_time_hours,satisfaction_rating,channel
TICK_03554,CUST_03221,Technical,High,2023-09-04,Escalated,18.2,,In-App
TICK_03555,CUST_02453,Complaint,Critical,2024-04-28,Resolved,72.9,5.0,Phone
TICK_03556,CUST_02810,Product Inquiry,Medium,2024-03-17,Escalated,16.4,,Email
TICK_03557,CUST_08149,Product Inquiry,Medium,2025-03-03,In Progress,62.5,4.0,Phone
TICK_03558,CUST_00959,Complaint,Critical,2025-02-04,Closed,37.5,1.0,Chat
TICK_03559,CUST_08217,Complaint,High,2024-10-30,In Progress,61.1,1.0,Email
TICK_03560,CUST_02036,Product Inquiry,High,2024-01-01,Resolved,1.4,,Phone
TICK_03561,CUST_05252,Billing,Low,2024-10-20,In Progress,105.5,,In-App
TICK_03562,CUST_07649,Feature Request,Medium,2023-09-10,Closed,63.8,2.0,Email
TICK_03563,CUST_06605,Technical,Medium,2023-12-02,Closed,1.6,5.0,Phone
TICK_03564,CUST_09437,Feature Request,Low,2024-06-20,Closed,0.9,,In-App
TICK_03565,CUST_03936,Product Inquiry,Low,2025-04-20,Closed,4.5,,Phone
TICK_03566,CUST_03806,Technical,Low,2023-11-19,In Progress,25.0,,Email
TICK_03567,CUST_06964,Feature Request,Medium,2025-07-12,Closed,18.0,3.0,In-App
TICK_03568,CUST_01131,Feature Request,High,2024-05-16,Closed,31.3,5.0,Email
TICK_03569,CUST_00195,Technical,Medium,2024-09-04,Resolved,62.9,,Phone
TICK_03570,CUST_08988,Product Inquiry,Critical,2025-05-09,Closed,8.7,,Email
TICK_03571,CUST_08536,Product Inquiry,Medium,2025-02-09,Escalated,10.5,3.0,Phone
TICK_03572,CUST_07168,Billing,Medium,2024-05-25,In Progress,15.8,2.0,Email
TICK_03573,CUST_07164,Product Inquiry,Medium,2025-02-09,In Progress,6.6,4.0,Phone
TICK_03574,CUST_00281,Complaint,Low,2023-12-12,In Progress,13.0,3.0,In-App
TICK_03575,CUST_02412,Technical,Low,2024-09-16,Escalated,49.8,5.0,Phone
TICK_03576,CUST_00078,Technical,Medium,2023-10-05,In Progress,29.5,,In-App
TICK_03577,CUST_08320,Product Inquiry,Medium,2024-02-03,Escalated,163.4,,Chat
TICK_03578,CUST_02207,Feature Request,High,2023-12-18,Escalated,6.4,,Email
TICK_03579,CUST_06033,Billing,Medium,2025-04-26,In Progress,4.9,2.0,Phone
TICK_03580,CUST_05406,Product Inquiry,Low,2024-05-05,Closed,12.7,,Phone
TICK_03581,CUST_01313,Feature Request,Low,2024-10-16,Resolved,5.0,,Email
TICK_03582,CUST_06343,Product Inquiry,Medium,2024-10-11,In Progress,29.0,4.0,Phone
TICK_03583,CUST_06214,Billing,Medium,2023-10-16,Resolved,0.5,,Email
TICK_03584,CUST_09375,Technical,Medium,2024-08-29,Resolved,32.5,2.0,Chat
TICK_03585,CUST_08077,Complaint,Medium,2024-12-16,Escalated,9.3,,Phone
TICK_03586,CUST_05775,Technical,Medium,2024-10-08,Closed,8.9,,Email
TICK_03587,CUST_03826,Billing,Low,2025-02-12,Resolved,25.1,,Email
TICK_03588,CUST_02939,Product Inquiry,Low,2024-03-10,Closed,22.7,,Phone
TICK_03589,CUST_09939,Technical,High,2024-10-02,Closed,43.8,1.0,Email
TICK_03590,CUST_04973,Product Inquiry,Medium,2024-02-01,Escalated,35.0,2.0,Email
TICK_03591,CUST_01204,Complaint,Medium,2025-05-21,Resolved,1.7,5.0,Chat
TICK_03592,CUST_08563,Product Inquiry,High,2024-08-29,In Progress,35.5,2.0,In-App
TICK_03593,CUST_05718,Technical,Medium,2024-06-16,Closed,105.0,,Phone
TICK_03594,CUST_07859,Complaint,Medium,2024-12-18,In Progress,9.2,,Phone
TICK_03595,CUST_09697,Technical,High,2024-08-16,In Progress,48.4,4.0,Email
TICK_03596,CUST_08796,Technical,Low,2024-09-05,In Progress,47.7,,Chat
TICK_03597,CUST_08760,Technical,Medium,2025-03-12,In Progress,16.2,4.0,Chat
TICK_03598,CUST_09933,Technical,Medium,2023-10-28,Closed,6.1,2.0,Email
TICK_03599,CUST_03626,Feature Request,Low,2024-03-08,In Progress,8.5,4.0,Email
TICK_03600,CUST_01130,Complaint,Low,2024-05-15,In Progress,23.8,,In-App
TICK_03601,CUST_08244,Technical,High,2024-09-28,Escalated,40.1,2.0,Email
TICK_03602,CUST_09030,Technical,Medium,2024-10-22,In Progress,6.6,1.0,In-App
TICK_03603,CUST_00235,Complaint,Medium,2025-05-09,Closed,49.2,1.0,Email
TICK_03604,CUST_01942,Feature Request,Medium,2024-06-21,Resolved,0.6,1.0,Phone
TICK_03605,CUST_01559,Billing,Low,2024-08-30,Escalated,5.1,1.0,Phone
TICK_03606,CUST_00298,Complaint,Critical,2024-05-29,Escalated,25.7,1.0,Phone
TICK_03607,CUST_00141,Product Inquiry,Low,2023-11-28,Resolved,2.2,3.0,Email
TICK_03608,CUST_09787,Product Inquiry,Low,2024-12-24,Escalated,26.7,4.0,Email
TICK_03609,CUST_00808,Product Inquiry,High,2024-09-08,Resolved,74.9,,In-App
TICK_03610,CUST_09754,Feature Request,Medium,2024-04-15,In Progress,39.4,2.0,In-App
TICK_03611,CUST_07789,Complaint,Low,2025-05-25,Escalated,25.0,,Chat
TICK_03612,CUST_04680,Complaint,Low,2024-06-27,Closed,13.5,,In-App
TICK_03613,CUST_09838,Technical,Medium,2025-07-04,Escalated,19.9,,Phone
TICK_03614,CUST_04038,Billing,Medium,2024-01-15,Closed,13.5,4.0,In-App
TICK_03615,CUST_09307,Billing,Medium,2025-04-05,In Progress,26.2,,Chat
TICK_03616,CUST_00250,Feature Request,Low,2024-01-21,Closed,13.5,2.0,Email
TICK_03617,CUST_08374,Technical,Low,2024-07-30,In Progress,114.4,1.0,In-App
TICK_03618,CUST_09062,Technical,Low,2024-09-20,Escalated,19.1,4.0,Phone
TICK_03619,CUST_00949,Feature Request,Low,2024-06-15,In Progress,0.7,,Email
TICK_03620,CUST_06118,Billing,Medium,2023-12-22,Closed,0.3,2.0,Phone
TICK_03621,CUST_05934,Feature Request,Medium,2025-05-01,Escalated,51.5,1.0,Email
TICK_03622,CUST_07415,Feature Request,Low,2024-05-22,Escalated,57.3,1.0,In-App
TICK_03623,CUST_05925,Technical,Low,2024-01-14,Escalated,89.2,4.0,Chat
TICK_03624,CUST_01391,Feature Request,Low,2025-02-15,In Progress,13.3,4.0,Chat
TICK_03625,CUST_05961,Complaint,Medium,2024-05-24,Closed,4.0,,Chat
TICK_03626,CUST_07971,Billing,High,2024-04-17,Escalated,11.4,5.0,Chat
TICK_03627,CUST_02401,Product Inquiry,Low,2024-03-13,Resolved,15.0,,In-App
TICK_03628,CUST_04922,Feature Request,Medium,2024-07-16,Escalated,29.1,4.0,Chat
TICK_03629,CUST_05771,Complaint,Medium,2025-07-26,In Progress,14.3,,Phone
TICK_03630,CUST_06983,Complaint,Medium,2024-10-11,Closed,10.2,,Chat
TICK_03631,CUST_01840,Technical,Low,2024-05-03,Resolved,6.1,4.0,Chat
TICK_03632,CUST_00839,Product Inquiry,Medium,2025-02-11,In Progress,31.4,,Chat
TICK_03633,CUST_07488,Technical,Low,2024-08-15,In Progress,49.7,,In-App
TICK_03634,CUST_00678,Technical,Medium,2025-01-29,Escalated,47.5,,Chat
TICK_03635,CUST_05486,Billing,High,2024-10-01,In Progress,15.1,,Email
TICK_03636,CUST_09657,Product Inquiry,Medium,2025-02-11,Escalated,5.3,,Email
TICK_03637,CUST_02443,Feature Request,Low,2024-05-04,Escalated,44.3,3.0,Email
TICK_03638,CUST_05887,Product Inquiry,Medium,2024-12-06,Escalated,9.5,1.0,Phone
TICK_03639,CUST_09582,Feature Request,Medium,2025-01-19,Closed,1.5,,Chat
TICK_03640,CUST_05004,Feature Request,High,2024-03-08,Resolved,46.4,4.0,Phone
TICK_03641,CUST_08327,Feature Request,Low,2024-11-20,In Progress,16.8,2.0,Chat
TICK_03642,CUST_06607,Billing,Low,2024-11-06,Closed,19.1,3.0,In-App
TICK_03643,CUST_04741,Billing,Low,2023-11-15,Resolved,63.5,1.0,Chat
TICK_03644,CUST_02241,Technical,Low,2024-07-31,Resolved,23.4,4.0,Chat
TICK_03645,CUST_06357,Technical,Low,2024-08-24,Resolved,11.9,1.0,Email
TICK_03646,CUST_03542,Billing,Medium,2025-02-12,Closed,56.3,2.0,Email
TICK_03647,CUST_04795,Complaint,High,2024-06-27,In Progress,74.0,2.0,In-App
TICK_03648,CUST_00570,Technical,Medium,2024-04-08,Escalated,11.8,,Chat
TICK_03649,CUST_02537,Complaint,Medium,2024-06-18,Resolved,0.9,4.0,Chat
TICK_03650,CUST_01468,Feature Request,Medium,2024-09-05,Resolved,5.7,,In-App
TICK_03651,CUST_06299,Billing,High,2025-06-27,Resolved,17.2,,In-App
TICK_03652,CUST_09222,Technical,Medium,2025-02-08,Closed,9.5,,Chat
TICK_03653,CUST_00381,Feature Request,Low,2024-01-29,In Progress,21.4,,Chat
TICK_03654,CUST_03955,Product Inquiry,High,2024-09-15,Escalated,42.1,,Email
TICK_03655,CUST_01502,Product Inquiry,Low,2024-02-17,Closed,36.1,1.0,Email
TICK_03656,CUST_08925,Feature Request,Medium,2025-04-05,In Progress,18.9,,Phone
TICK_03657,CUST_03714,Complaint,Medium,2024-05-21,Resolved,8.6,1.0,In-App
TICK_03658,CUST_07128,Feature Request,Low,2025-04-20,Escalated,6.0,4.0,In-App
TICK_03659,CUST_05300,Feature Request,Medium,2024-05-02,Escalated,18.4,,Email
TICK_03660,CUST_09626,Billing,Medium,2025-06-25,Escalated,45.4,2.0,In-App
TICK_03661,CUST_09821,Technical,High,2024-04-12,In Progress,52.7,2.0,Phone
TICK_03662,CUST_08890,Billing,High,2024-05-17,In Progress,9.7,,Email
TICK_03663,CUST_05736,Feature Request,Medium,2025-01-21,In Progress,16.1,5.0,Email
TICK_03664,CUST_05728,Complaint,Low,2023-09-20,Escalated,52.3,3.0,Chat
TICK_03665,CUST_05002,Technical,Low,2024-01-07,Closed,12.2,,Phone
TICK_03666,CUST_04507,Billing,High,2024-11-24,Escalated,20.5,5.0,Phone
TICK_03667,CUST_05227,Complaint,Medium,2025-01-15,Resolved,20.4,2.0,Phone
TICK_03668,CUST_02528,Technical,Low,2024-10-25,In Progress,11.8,2.0,Phone
TICK_03669,CUST_08904,Technical,Low,2025-02-12,Closed,13.9,,Chat
TICK_03670,CUST_09347,Technical,Medium,2024-02-08,Escalated,4.9,,In-App
TICK_03671,CUST_05055,Complaint,High,2024-08-02,Resolved,62.2,,Chat
TICK_03672,CUST_09143,Billing,Low,2024-03-25,In Progress,38.0,5.0,Email
TICK_03673,CUST_06013,Feature Request,Low,2025-01-18,Escalated,61.5,3.0,Email
TICK_03674,CUST_02652,Billing,Medium,2024-12-27,Resolved,4.2,4.0,Phone
TICK_03675,CUST_03716,Billing,Low,2024-06-14,In Progress,20.2,2.0,Chat
TICK_03676,CUST_05358,Product Inquiry,Medium,2025-01-27,Closed,2.4,,Email
TICK_03677,CUST_07219,Complaint,Low,2024-10-18,In Progress,61.0,,Phone
TICK_03678,CUST_00995,Technical,High,2025-07-03,Resolved,65.3,5.0,Email
TICK_03679,CUST_05392,Product Inquiry,Low,2024-03-11,Resolved,16.9,5.0,Phone
TICK_03680,CUST_00868,Product Inquiry,Low,2025-01-02,In Progress,7.7,5.0,Chat
TICK_03681,CUST_07312,Feature Request,High,2024-09-22,Closed,19.3,,Email
TICK_03682,CUST_09483,Complaint,Low,2024-10-24,Escalated,7.8,3.0,Chat
TICK_03683,CUST_01458,Complaint,Low,2025-05-04,Escalated,26.8,,In-App
TICK_03684,CUST_06750,Billing,Medium,2025-09-10,Closed,0.3,2.0,In-App
TICK_03685,CUST_05027,Product Inquiry,High,2024-05-19,Closed,28.0,4.0,Phone
TICK_03686,CUST_06103,Product Inquiry,Low,2024-09-21,Resolved,36.0,,Chat
TICK_03687,CUST_09037,Billing,Low,2024-07-12,Closed,1.7,,Chat
TICK_03688,CUST_01549,Product Inquiry,Medium,2024-06-18,Resolved,13.4,3.0,Chat
TICK_03689,CUST_08141,Complaint,Critical,2024-09-23,In Progress,30.1,1.0,Email
TICK_03690,CUST_03655,Feature Request,Low,2025-07-22,In Progress,11.7,2.0,Phone
TICK_03691,CUST_08187,Complaint,Medium,2024-05-18,Escalated,41.1,5.0,Phone
TICK_03692,CUST_01277,Feature Request,Medium,2024-05-08,In Progress,2.0,5.0,Email
TICK_03693,CUST_06110,Technical,Medium,2024-07-26,In Progress,37.2,4.0,In-App
TICK_03694,CUST_07196,Technical,High,2024-10-27,Resolved,34.9,,In-App
TICK_03695,CUST_00873,Product Inquiry,Medium,2025-04-02,Escalated,13.7,,Phone
TICK_03696,CUST_04005,Technical,Medium,2024-07-24,Escalated,4.2,,Phone
TICK_03697,CUST_07302,Billing,Low,2023-12-10,In Progress,9.4,2.0,Phone
TICK_03698,CUST_00468,Complaint,Medium,2025-06-02,Escalated,13.4,4.0,Email
TICK_03699,CUST_04066,Product Inquiry,Medium,2024-06-09,Closed,4.7,,Phone
TICK_03700,CUST_01340,Feature Request,Critical,2024-03-24,Closed,12.9,,In-App
TICK_03701,CUST_00025,Feature Request,Medium,2025-07-09,Closed,9.7,,In-App
TICK_03702,CUST_01596,Complaint,Medium,2024-07-14,Resolved,49.4,,Chat
TICK_03703,CUST_05884,Complaint,Low,2023-12-08,In Progress,28.4,,Email
TICK_03704,CUST_05636,Product Inquiry,Low,2025-04-27,Escalated,20.9,4.0,Chat
TICK_03705,CUST_00523,Billing,Low,2024-09-11,Resolved,185.9,,Chat
TICK_03706,CUST_03178,Complaint,Medium,2023-11-04,In Progress,35.2,4.0,Email
TICK_03707,CUST_09467,Billing,Medium,2024-01-08,Closed,31.0,,Email
TICK_03708,CUST_03604,Product Inquiry,Medium,2024-07-18,In Progress,15.0,5.0,Chat
TICK_03709,CUST_02556,Complaint,High,2024-07-31,Closed,8.3,1.0,In-App
TICK_03710,CUST_04256,Billing,Medium,2024-04-27,Resolved,4.0,,Phone
TICK_03711,CUST_06778,Technical,Low,2024-05-15,Closed,17.4,3.0,Email
TICK_03712,CUST_04173,Product Inquiry,Medium,2023-12-17,Closed,49.2,2.0,In-App
TICK_03713,CUST_06286,Complaint,Low,2023-10-28,In Progress,47.3,2.0,Phone
TICK_03714,CUST_00528,Complaint,Low,2025-09-01,Resolved,16.5,,In-App
TICK_03715,CUST_01235,Technical,Low,2025-02-10,Resolved,4.0,,Chat
TICK_03716,CUST_04064,Billing,High,2024-12-22,In Progress,38.9,3.0,Chat
TICK_03717,CUST_04221,Billing,Low,2024-07-23,Closed,20.2,3.0,In-App
TICK_03718,CUST_04234,Feature Request,Low,2025-05-09,Escalated,7.4,1.0,Email
TICK_03719,CUST_05061,Feature Request,Low,2025-02-08,Escalated,19.0,1.0,Phone
TICK_03720,CUST_05958,Product Inquiry,Low,2025-03-28,In Progress,28.0,,Email
TICK_03721,CUST_03887,Complaint,Low,2024-06-04,Closed,3.4,,Chat
TICK_03722,CUST_05518,Complaint,Low,2023-11-10,Closed,9.9,4.0,Phone
TICK_03723,CUST_02351,Billing,Medium,2024-01-14,In Progress,34.9,1.0,In-App
TICK_03724,CUST_04543,Complaint,Medium,2024-01-17,Escalated,7.1,2.0,In-App
TICK_03725,CUST_00180,Feature Request,High,2024-07-30,In Progress,20.4,2.0,Phone
TICK_03726,CUST_06971,Technical,Medium,2024-02-26,In Progress,20.0,3.0,Email
TICK_03727,CUST_07651,Technical,Low,2025-05-10,Escalated,9.4,2.0,Email
TICK_03728,CUST_04847,Billing,Medium,2024-06-09,In Progress,6.6,3.0,Phone
TICK_03729,CUST_03611,Complaint,Medium,2025-01-30,In Progress,0.5,,Email
TICK_03730,CUST_08046,Technical,Medium,2024-04-24,Closed,25.1,,In-App
TICK_03731,CUST_09045,Technical,Medium,2025-01-08,Escalated,164.6,,Email
TICK_03732,CUST_03137,Feature Request,Low,2024-09-28,Resolved,10.8,5.0,Phone
TICK_03733,CUST_04946,Billing,Medium,2025-02-14,In Progress,19.5,1.0,Phone
TICK_03734,CUST_03030,Product Inquiry,Medium,2025-08-09,In Progress,27.2,5.0,Chat
TICK_03735,CUST_09866,Product Inquiry,Low,2025-07-20,Escalated,64.3,,Chat
TICK_03736,CUST_01974,Complaint,Low,2025-06-01,In Progress,11.4,,Phone
TICK_03737,CUST_05051,Technical,High,2024-09-11,Resolved,10.9,4.0,Phone
TICK_03738,CUST_08293,Feature Request,Low,2024-04-18,Closed,9.0,3.0,In-App
TICK_03739,CUST_02494,Billing,Medium,2025-03-08,Closed,13.0,,In-App
TICK_03740,CUST_02138,Technical,Low,2024-04-16,Resolved,13.1,4.0,In-App
TICK_03741,CUST_03246,Feature Request,Low,2023-11-16,Escalated,29.9,,In-App
TICK_03742,CUST_03592,Product Inquiry,Low,2024-08-29,Resolved,42.2,1.0,Phone
TICK_03743,CUST_08541,Complaint,Critical,2023-12-29,Resolved,20.7,4.0,In-App
TICK_03744,CUST_09281,Feature Request,Medium,2024-09-01,In Progress,108.2,2.0,Email
TICK_03745,CUST_03440,Product Inquiry,Low,2024-06-30,In Progress,79.2,,Phone
TICK_03746,CUST_01367,Technical,Medium,2025-07-18,In Progress,42.5,4.0,Email
TICK_03747,CUST_00471,Complaint,Low,2024-01-21,Escalated,5.1,,In-App
TICK_03748,CUST_02604,Feature Request,Low,2025-01-08,In Progress,10.8,5.0,Phone
TICK_03749,CUST_09780,Product Inquiry,High,2024-08-10,Closed,9.2,3.0,Phone
TICK_03750,CUST_03736,Product Inquiry,Low,2024-02-20,Resolved,5.6,,Chat
TICK_03751,CUST_00815,Technical,Critical,2023-12-22,Escalated,13.1,,Email
TICK_03752,CUST_05113,Feature Request,Medium,2023-08-24,Escalated,1.6,1.0,Email
TICK_03753,CUST_06291,Billing,Low,2024-11-15,Escalated,17.7,2.0,Chat
TICK_03754,CUST_05347,Technical,Medium,2023-11-23,Resolved,2.8,5.0,Phone
TICK_03755,CUST_07669,Feature Request,Low,2024-11-04,In Progress,23.4,,Chat
TICK_03756,CUST_04727,Complaint,Low,2024-07-09,Escalated,16.9,2.0,Chat
TICK_03757,CUST_01109,Product Inquiry,Low,2024-11-15,Escalated,12.3,,Phone
TICK_03758,CUST_00059,Technical,Low,2023-10-20,In Progress,27.0,,In-App
TICK_03759,CUST_07972,Technical,Low,2023-07-11,Closed,14.8,5.0,In-App
TICK_03760,CUST_06396,Feature Request,Low,2025-01-07,In Progress,2.5,,Email
TICK_03761,CUST_02821,Billing,Critical,2024-07-22,In Progress,12.6,,In-App
TICK_03762,CUST_00509,Billing,Medium,2025-05-27,Resolved,42.1,,Phone
TICK_03763,CUST_05993,Billing,High,2024-03-19,Closed,74.0,1.0,Chat
TICK_03764,CUST_07037,Complaint,Medium,2024-03-14,Closed,12.1,,Phone
TICK_03765,CUST_07525,Complaint,High,2025-08-16,Closed,7.1,,Email
TICK_03766,CUST_04178,Billing,Low,2025-03-23,Escalated,39.9,,Phone
TICK_03767,CUST_03550,Product Inquiry,Low,2023-12-04,Closed,0.8,1.0,Email
TICK_03768,CUST_07459,Technical,Medium,2025-04-29,In Progress,39.4,4.0,In-App
TICK_03769,CUST_05348,Feature Request,High,2024-12-04,Closed,5.3,,Email
TICK_03770,CUST_04332,Feature Request,Low,2024-04-06,In Progress,20.3,3.0,Email
TICK_03771,CUST_05325,Product Inquiry,Low,2025-06-27,In Progress,32.7,,Phone
TICK_03772,CUST_03300,Feature Request,High,2024-01-04,Closed,43.9,3.0,Email
TICK_03773,CUST_06250,Complaint,Low,2024-10-02,Escalated,33.5,5.0,Phone
TICK_03774,CUST_09532,Technical,Medium,2023-12-10,In Progress,24.3,,Chat
TICK_03775,CUST_02904,Product Inquiry,Medium,2024-12-19,Escalated,57.9,,Chat
TICK_03776,CUST_05262,Product Inquiry,Low,2024-06-17,Closed,7.1,1.0,Phone
TICK_03777,CUST_05309,Feature Request,Medium,2025-02-27,Escalated,3.0,,Chat
TICK_03778,CUST_04659,Product Inquiry,Low,2023-11-13,Resolved,45.9,1.0,Phone
TICK_03779,CUST_02931,Technical,High,2023-10-28,Closed,20.8,1.0,Email
TICK_03780,CUST_01556,Technical,Medium,2023-08-16,Escalated,7.4,1.0,Chat
TICK_03781,CUST_01524,Feature Request,Low,2024-12-16,In Progress,14.7,5.0,Chat
TICK_03782,CUST_01780,Product Inquiry,High,2024-06-13,Escalated,63.9,2.0,Email
TICK_03783,CUST_09275,Complaint,Low,2024-04-05,Closed,11.9,2.0,Chat
TICK_03784,CUST_00349,Feature Request,Low,2024-06-12,Escalated,7.0,2.0,Email
TICK_03785,CUST_00890,Feature Request,High,2024-06-30,Closed,3.4,2.0,In-App
TICK_03786,CUST_04092,Complaint,Low,2025-01-16,Resolved,62.7,3.0,In-App
TICK_03787,CUST_09634,Technical,High,2025-04-20,Escalated,4.2,,Email
TICK_03788,CUST_02654,Technical,Medium,2025-06-02,Escalated,14.5,3.0,Email
TICK_03789,CUST_04553,Feature Request,Medium,2024-05-29,Escalated,0.3,,Chat
TICK_03790,CUST_08058,Complaint,Medium,2023-11-02,Escalated,28.6,,Email
TICK_03791,CUST_01447,Billing,Medium,2024-01-26,In Progress,13.8,4.0,Phone
TICK_03792,CUST_02218,Product Inquiry,Low,2025-06-05,In Progress,0.3,1.0,Chat
TICK_03793,CUST_03412,Product Inquiry,Medium,2023-08-31,Resolved,46.0,,Phone
TICK_03794,CUST_03510,Product Inquiry,Low,2024-04-23,In Progress,1.7,1.0,In-App
TICK_03795,CUST_05860,Feature Request,Low,2024-05-20,In Progress,45.5,5.0,Chat
TICK_03796,CUST_06577,Billing,Low,2023-12-22,Resolved,14.7,,Phone
TICK_03797,CUST_09875,Product Inquiry,Medium,2024-07-02,Escalated,26.0,,In-App
TICK_03798,CUST_07801,Complaint,Low,2025-02-20,Escalated,1.6,1.0,Phone
TICK_03799,CUST_03138,Complaint,Medium,2024-07-20,Escalated,85.6,,Email
TICK_03800,CUST_06372,Feature Request,Medium,2024-12-28,In Progress,18.2,1.0,In-App
TICK_03801,CUST_08362,Feature Request,Low,2024-05-29,In Progress,25.9,1.0,Chat
TICK_03802,CUST_08042,Billing,High,2024-06-19,In Progress,10.8,4.0,In-App
TICK_03803,CUST_05495,Feature Request,Medium,2025-01-06,Resolved,42.0,1.0,In-App
TICK_03804,CUST_03665,Feature Request,Medium,2025-06-12,Escalated,96.4,3.0,Phone
TICK_03805,CUST_00279,Feature Request,Low,2024-08-07,Resolved,55.0,2.0,Chat
TICK_03806,CUST_02113,Complaint,Low,2025-03-25,In Progress,5.1,,Email
TICK_03807,CUST_08750,Complaint,Low,2024-01-11,Escalated,22.0,,In-App
TICK_03808,CUST_08836,Product Inquiry,Critical,2023-11-21,Resolved,18.8,5.0,Phone
TICK_03809,CUST_02341,Feature Request,Low,2024-08-19,Resolved,70.7,2.0,In-App
TICK_03810,CUST_07200,Product Inquiry,Critical,2023-07-06,Resolved,5.8,,Phone
TICK_03811,CUST_04758,Feature Request,Low,2024-02-07,Resolved,31.4,1.0,Email
TICK_03812,CUST_08139,Complaint,Critical,2024-05-16,Closed,7.7,3.0,Phone
TICK_03813,CUST_02850,Complaint,Medium,2023-11-18,In Progress,38.7,2.0,In-App
TICK_03814,CUST_01298,Product Inquiry,Medium,2023-10-22,Closed,9.4,3.0,Email
TICK_03815,CUST_00596,Billing,Low,2025-04-08,Resolved,71.6,,Phone
TICK_03816,CUST_08238,Product Inquiry,Low,2024-02-13,Closed,11.9,3.0,Chat
TICK_03817,CUST_07443,Technical,Medium,2024-04-21,Resolved,39.1,3.0,Phone
TICK_03818,CUST_06230,Product Inquiry,Medium,2024-07-08,Resolved,20.6,,Phone
TICK_03819,CUST_02567,Feature Request,Low,2024-12-15,Closed,3.8,4.0,In-App
TICK_03820,CUST_05201,Technical,Medium,2024-04-17,Resolved,25.0,3.0,Phone
TICK_03821,CUST_04931,Feature Request,Medium,2023-10-14,Closed,23.8,1.0,Email
TICK_03822,CUST_03890,Product Inquiry,High,2024-06-19,Escalated,18.8,3.0,Phone
TICK_03823,CUST_08346,Feature Request,Medium,2023-12-17,Closed,17.1,4.0,Chat
TICK_03824,CUST_03054,Technical,Critical,2024-01-25,In Progress,0.7,1.0,Email
TICK_03825,CUST_07395,Feature Request,Low,2024-02-25,In Progress,33.1,,Phone
TICK_03826,CUST_06780,Feature Request,Low,2024-04-01,Resolved,23.9,3.0,Phone
TICK_03827,CUST_02412,Feature Request,Medium,2024-07-17,Resolved,5.1,,Phone
TICK_03828,CUST_06403,Billing,Medium,2025-06-10,Escalated,18.4,,Phone
TICK_03829,CUST_05542,Product Inquiry,Low,2024-10-05,Resolved,49.2,,Chat
TICK_03830,CUST_03638,Technical,Low,2024-04-29,Resolved,4.5,2.0,Chat
TICK_03831,CUST_07002,Technical,Medium,2024-02-26,Escalated,6.1,4.0,Phone
TICK_03832,CUST_09858,Complaint,Medium,2024-08-23,Escalated,29.3,,Email
TICK_03833,CUST_01494,Feature Request,Low,2024-10-17,Closed,50.2,,Chat
TICK_03834,CUST_05026,Product Inquiry,High,2024-11-02,In Progress,33.3,,Email
TICK_03835,CUST_09437,Product Inquiry,Medium,2024-07-23,In Progress,10.3,,Chat
TICK_03836,CUST_05131,Feature Request,High,2023-08-01,Closed,1.3,3.0,Email
TICK_03837,CUST_06738,Product Inquiry,High,2024-02-25,Resolved,41.6,,Phone
TICK_03838,CUST_08409,Feature Request,Low,2025-06-07,Closed,9.2,1.0,Email
TICK_03839,CUST_04702,Feature Request,Medium,2024-03-14,Escalated,18.3,,In-App
TICK_03840,CUST_01153,Billing,High,2025-02-07,Closed,34.5,2.0,Email
TICK_03841,CUST_08785,Complaint,Low,2025-04-23,Resolved,28.5,5.0,In-App
TICK_03842,CUST_08743,Billing,Medium,2024-10-29,Escalated,1.4,4.0,In-App
TICK_03843,CUST_04821,Feature Request,Medium,2024-05-19,Escalated,15.5,3.0,Chat
TICK_03844,CUST_03113,Feature Request,Low,2023-11-09,In Progress,2.6,1.0,In-App
TICK_03845,CUST_08752,Technical,Medium,2023-11-20,Resolved,47.7,,Email
TICK_03846,CUST_03372,Feature Request,Low,2023-12-04,Resolved,41.0,2.0,Email
TICK_03847,CUST_07730,Complaint,Medium,2024-09-26,Escalated,17.9,1.0,Email
TICK_03848,CUST_04068,Billing,Critical,2024-10-14,Escalated,28.3,3.0,Email
TICK_03849,CUST_07781,Technical,Medium,2023-12-18,In Progress,11.8,1.0,Phone
TICK_03850,CUST_03897,Billing,Low,2024-08-15,Escalated,18.9,1.0,In-App
TICK_03851,CUST_07450,Feature Request,High,2025-05-06,In Progress,29.4,3.0,Chat
TICK_03852,CUST_02863,Complaint,Medium,2025-05-07,Escalated,65.2,2.0,Chat
TICK_03853,CUST_00673,Billing,Low,2024-10-17,Escalated,39.6,,Email
TICK_03854,CUST_02988,Technical,Medium,2024-09-21,In Progress,41.6,,Chat
TICK_03855,CUST_02635,Product Inquiry,Medium,2024-11-26,Resolved,8.0,,In-App
TICK_03856,CUST_07671,Product Inquiry,Medium,2024-03-20,Escalated,31.4,,Phone
TICK_03857,CUST_08281,Billing,Medium,2024-09-30,Closed,64.8,,Chat
TICK_03858,CUST_03177,Feature Request,Low,2025-02-23,Resolved,64.9,3.0,Phone
TICK_03859,CUST_05174,Product Inquiry,Low,2024-10-14,Resolved,49.4,,Phone
TICK_03860,CUST_05170,Product Inquiry,Low,2024-01-24,In Progress,20.9,1.0,In-App
TICK_03861,CUST_02736,Technical,Low,2024-09-23,In Progress,23.4,,Email
TICK_03862,CUST_08605,Billing,Critical,2023-11-04,Resolved,5.5,,Phone
